# domain	grade	kind	question	answer
# Open PK→G8 curriculum — curriculum_open.py
math	grade7	fact	linear -1*x+-2 at x=5	-7
math	grade7	fact	linear -1*x+-1 at x=5	-6
math	grade7	fact	linear -1*x+0 at x=5	-5
math	grade7	fact	linear -1*x+1 at x=5	-4
math	grade7	fact	linear -1*x+2 at x=5	-3
math	grade7	fact	linear -1*x+3 at x=5	-2
math	grade7	fact	linear -1*x+-3 at x=6	-9
math	grade7	fact	linear -1*x+-2 at x=6	-8
math	grade7	fact	linear -1*x+-1 at x=6	-7
math	grade7	fact	linear -1*x+0 at x=6	-6
math	grade7	fact	linear -1*x+1 at x=6	-5
math	grade7	fact	linear -1*x+2 at x=6	-4
math	grade7	fact	linear -1*x+3 at x=6	-3
math	grade7	fact	linear -1*x+-3 at x=7	-10
math	grade7	fact	linear -1*x+-2 at x=7	-9
math	grade7	fact	linear -1*x+-1 at x=7	-8
math	grade7	fact	linear -1*x+0 at x=7	-7
math	grade7	fact	linear -1*x+1 at x=7	-6
math	grade7	fact	linear -1*x+2 at x=7	-5
math	grade7	fact	linear -1*x+3 at x=7	-4
math	grade7	fact	linear 0*x+-3 at x=0	-3
math	grade7	fact	linear 0*x+-2 at x=0	-2
math	grade7	fact	linear 0*x+-1 at x=0	-1
math	grade7	fact	linear 0*x+0 at x=0	0
math	grade7	fact	linear 0*x+1 at x=0	1
math	grade7	fact	linear 0*x+2 at x=0	2
math	grade7	fact	linear 0*x+3 at x=0	3
math	grade7	fact	linear 0*x+-3 at x=1	-3
math	grade7	fact	linear 0*x+-2 at x=1	-2
math	grade7	fact	linear 0*x+-1 at x=1	-1
math	grade7	fact	linear 0*x+0 at x=1	0
math	grade7	fact	linear 0*x+1 at x=1	1
math	grade7	fact	linear 0*x+2 at x=1	2
math	grade7	fact	linear 0*x+3 at x=1	3
math	grade7	fact	linear 0*x+-3 at x=2	-3
math	grade7	fact	linear 0*x+-2 at x=2	-2
math	grade7	fact	linear 0*x+-1 at x=2	-1
math	grade7	fact	linear 0*x+0 at x=2	0
math	grade7	fact	linear 0*x+1 at x=2	1
math	grade7	fact	linear 0*x+2 at x=2	2
math	grade7	fact	linear 0*x+3 at x=2	3
math	grade7	fact	linear 0*x+-3 at x=3	-3
math	grade7	fact	linear 0*x+-2 at x=3	-2
math	grade7	fact	linear 0*x+-1 at x=3	-1
math	grade7	fact	linear 0*x+0 at x=3	0
math	grade7	fact	linear 0*x+1 at x=3	1
math	grade7	fact	linear 0*x+2 at x=3	2
math	grade7	fact	linear 0*x+3 at x=3	3
math	grade7	fact	linear 0*x+-3 at x=4	-3
math	grade7	fact	linear 0*x+-2 at x=4	-2
math	grade7	fact	linear 0*x+-1 at x=4	-1
math	grade7	fact	linear 0*x+0 at x=4	0
math	grade7	fact	linear 0*x+1 at x=4	1
math	grade7	fact	linear 0*x+2 at x=4	2
math	grade7	fact	linear 0*x+3 at x=4	3
math	grade7	fact	linear 0*x+-3 at x=5	-3
math	grade7	fact	linear 0*x+-2 at x=5	-2
math	grade7	fact	linear 0*x+-1 at x=5	-1
math	grade7	fact	linear 0*x+0 at x=5	0
math	grade7	fact	linear 0*x+1 at x=5	1
math	grade7	fact	linear 0*x+2 at x=5	2
math	grade7	fact	linear 0*x+3 at x=5	3
math	grade7	fact	linear 0*x+-3 at x=6	-3
math	grade7	fact	linear 0*x+-2 at x=6	-2
math	grade7	fact	linear 0*x+-1 at x=6	-1
math	grade7	fact	linear 0*x+0 at x=6	0
math	grade7	fact	linear 0*x+1 at x=6	1
math	grade7	fact	linear 0*x+2 at x=6	2
math	grade7	fact	linear 0*x+3 at x=6	3
math	grade7	fact	linear 0*x+-3 at x=7	-3
math	grade7	fact	linear 0*x+-2 at x=7	-2
math	grade7	fact	linear 0*x+-1 at x=7	-1
math	grade7	fact	linear 0*x+0 at x=7	0
math	grade7	fact	linear 0*x+1 at x=7	1
math	grade7	fact	linear 0*x+2 at x=7	2
math	grade7	fact	linear 0*x+3 at x=7	3
math	grade7	fact	linear 1*x+-3 at x=0	-3
math	grade7	fact	linear 1*x+-2 at x=0	-2
math	grade7	fact	linear 1*x+-1 at x=0	-1
math	grade7	fact	linear 1*x+0 at x=0	0
math	grade7	fact	linear 1*x+1 at x=0	1
math	grade7	fact	linear 1*x+2 at x=0	2
math	grade7	fact	linear 1*x+3 at x=0	3
math	grade7	fact	linear 1*x+-3 at x=1	-2
math	grade7	fact	linear 1*x+-2 at x=1	-1
math	grade7	fact	linear 1*x+-1 at x=1	0
math	grade7	fact	linear 1*x+0 at x=1	1
math	grade7	fact	linear 1*x+1 at x=1	2
math	grade7	fact	linear 1*x+2 at x=1	3
math	grade7	fact	linear 1*x+3 at x=1	4
math	grade7	fact	linear 1*x+-3 at x=2	-1
math	grade7	fact	linear 1*x+-2 at x=2	0
math	grade7	fact	linear 1*x+-1 at x=2	1
math	grade7	fact	linear 1*x+0 at x=2	2
math	grade7	fact	linear 1*x+1 at x=2	3
math	grade7	fact	linear 1*x+2 at x=2	4
math	grade7	fact	linear 1*x+3 at x=2	5
math	grade7	fact	linear 1*x+-3 at x=3	0
math	grade7	fact	linear 1*x+-2 at x=3	1
math	grade7	fact	linear 1*x+-1 at x=3	2
math	grade7	fact	linear 1*x+0 at x=3	3
math	grade7	fact	linear 1*x+1 at x=3	4
math	grade7	fact	linear 1*x+2 at x=3	5
math	grade7	fact	linear 1*x+3 at x=3	6
math	grade7	fact	linear 1*x+-3 at x=4	1
math	grade7	fact	linear 1*x+-2 at x=4	2
math	grade7	fact	linear 1*x+-1 at x=4	3
math	grade7	fact	linear 1*x+0 at x=4	4
math	grade7	fact	linear 1*x+1 at x=4	5
math	grade7	fact	linear 1*x+2 at x=4	6
math	grade7	fact	linear 1*x+3 at x=4	7
math	grade7	fact	linear 1*x+-3 at x=5	2
math	grade7	fact	linear 1*x+-2 at x=5	3
math	grade7	fact	linear 1*x+-1 at x=5	4
math	grade7	fact	linear 1*x+0 at x=5	5
math	grade7	fact	linear 1*x+1 at x=5	6
math	grade7	fact	linear 1*x+2 at x=5	7
math	grade7	fact	linear 1*x+3 at x=5	8
math	grade7	fact	linear 1*x+-3 at x=6	3
math	grade7	fact	linear 1*x+-2 at x=6	4
math	grade7	fact	linear 1*x+-1 at x=6	5
math	grade7	fact	linear 1*x+0 at x=6	6
math	grade7	fact	linear 1*x+1 at x=6	7
math	grade7	fact	linear 1*x+2 at x=6	8
math	grade7	fact	linear 1*x+3 at x=6	9
math	grade7	fact	linear 1*x+-3 at x=7	4
math	grade7	fact	linear 1*x+-2 at x=7	5
math	grade7	fact	linear 1*x+-1 at x=7	6
math	grade7	fact	linear 1*x+0 at x=7	7
math	grade7	fact	linear 1*x+1 at x=7	8
math	grade7	fact	linear 1*x+2 at x=7	9
math	grade7	fact	linear 1*x+3 at x=7	10
math	grade7	fact	linear 2*x+-3 at x=0	-3
math	grade7	fact	linear 2*x+-2 at x=0	-2
math	grade7	fact	linear 2*x+-1 at x=0	-1
math	grade7	fact	linear 2*x+0 at x=0	0
math	grade7	fact	linear 2*x+1 at x=0	1
math	grade7	fact	linear 2*x+2 at x=0	2
math	grade7	fact	linear 2*x+3 at x=0	3
math	grade7	fact	linear 2*x+-3 at x=1	-1
math	grade7	fact	linear 2*x+-2 at x=1	0
math	grade7	fact	linear 2*x+-1 at x=1	1
math	grade7	fact	linear 2*x+0 at x=1	2
math	grade7	fact	linear 2*x+1 at x=1	3
math	grade7	fact	linear 2*x+2 at x=1	4
math	grade7	fact	linear 2*x+3 at x=1	5
math	grade7	fact	linear 2*x+-3 at x=2	1
math	grade7	fact	linear 2*x+-2 at x=2	2
math	grade7	fact	linear 2*x+-1 at x=2	3
math	grade7	fact	linear 2*x+0 at x=2	4
math	grade7	fact	linear 2*x+1 at x=2	5
math	grade7	fact	linear 2*x+2 at x=2	6
math	grade7	fact	linear 2*x+3 at x=2	7
math	grade7	fact	linear 2*x+-3 at x=3	3
math	grade7	fact	linear 2*x+-2 at x=3	4
math	grade7	fact	linear 2*x+-1 at x=3	5
math	grade7	fact	linear 2*x+0 at x=3	6
math	grade7	fact	linear 2*x+1 at x=3	7
math	grade7	fact	linear 2*x+2 at x=3	8
math	grade7	fact	linear 2*x+3 at x=3	9
math	grade7	fact	linear 2*x+-3 at x=4	5
math	grade7	fact	linear 2*x+-2 at x=4	6
math	grade7	fact	linear 2*x+-1 at x=4	7
math	grade7	fact	linear 2*x+0 at x=4	8
math	grade7	fact	linear 2*x+1 at x=4	9
math	grade7	fact	linear 2*x+2 at x=4	10
math	grade7	fact	linear 2*x+3 at x=4	11
math	grade7	fact	linear 2*x+-3 at x=5	7
math	grade7	fact	linear 2*x+-2 at x=5	8
math	grade7	fact	linear 2*x+-1 at x=5	9
math	grade7	fact	linear 2*x+0 at x=5	10
math	grade7	fact	linear 2*x+1 at x=5	11
math	grade7	fact	linear 2*x+2 at x=5	12
math	grade7	fact	linear 2*x+3 at x=5	13
math	grade7	fact	linear 2*x+-3 at x=6	9
math	grade7	fact	linear 2*x+-2 at x=6	10
math	grade7	fact	linear 2*x+-1 at x=6	11
math	grade7	fact	linear 2*x+0 at x=6	12
math	grade7	fact	linear 2*x+1 at x=6	13
math	grade7	fact	linear 2*x+2 at x=6	14
math	grade7	fact	linear 2*x+3 at x=6	15
math	grade7	fact	linear 2*x+-3 at x=7	11
math	grade7	fact	linear 2*x+-2 at x=7	12
math	grade7	fact	linear 2*x+-1 at x=7	13
math	grade7	fact	linear 2*x+0 at x=7	14
math	grade7	fact	linear 2*x+1 at x=7	15
math	grade7	fact	linear 2*x+2 at x=7	16
math	grade7	fact	linear 2*x+3 at x=7	17
math	grade7	fact	linear 3*x+-3 at x=0	-3
math	grade7	fact	linear 3*x+-2 at x=0	-2
math	grade7	fact	linear 3*x+-1 at x=0	-1
math	grade7	fact	linear 3*x+0 at x=0	0
math	grade7	fact	linear 3*x+1 at x=0	1
math	grade7	fact	linear 3*x+2 at x=0	2
math	grade7	fact	linear 3*x+3 at x=0	3
math	grade7	fact	linear 3*x+-3 at x=1	0
math	grade7	fact	linear 3*x+-2 at x=1	1
math	grade7	fact	linear 3*x+-1 at x=1	2
math	grade7	fact	linear 3*x+0 at x=1	3
math	grade7	fact	linear 3*x+1 at x=1	4
math	grade7	fact	linear 3*x+2 at x=1	5
math	grade7	fact	linear 3*x+3 at x=1	6
math	grade7	fact	linear 3*x+-3 at x=2	3
math	grade7	fact	linear 3*x+-2 at x=2	4
math	grade7	fact	linear 3*x+-1 at x=2	5
math	grade7	fact	linear 3*x+0 at x=2	6
math	grade7	fact	linear 3*x+1 at x=2	7
math	grade7	fact	linear 3*x+2 at x=2	8
math	grade7	fact	linear 3*x+3 at x=2	9
math	grade7	fact	linear 3*x+-3 at x=3	6
math	grade7	fact	linear 3*x+-2 at x=3	7
math	grade7	fact	linear 3*x+-1 at x=3	8
math	grade7	fact	linear 3*x+0 at x=3	9
math	grade7	fact	linear 3*x+1 at x=3	10
math	grade7	fact	linear 3*x+2 at x=3	11
math	grade7	fact	linear 3*x+3 at x=3	12
math	grade7	fact	linear 3*x+-3 at x=4	9
math	grade7	fact	linear 3*x+-2 at x=4	10
math	grade7	fact	linear 3*x+-1 at x=4	11
math	grade7	fact	linear 3*x+0 at x=4	12
math	grade7	fact	linear 3*x+1 at x=4	13
math	grade7	fact	linear 3*x+2 at x=4	14
math	grade7	fact	linear 3*x+3 at x=4	15
math	grade7	fact	linear 3*x+-3 at x=5	12
math	grade7	fact	linear 3*x+-2 at x=5	13
math	grade7	fact	linear 3*x+-1 at x=5	14
math	grade7	fact	linear 3*x+0 at x=5	15
math	grade7	fact	linear 3*x+1 at x=5	16
math	grade7	fact	linear 3*x+2 at x=5	17
math	grade7	fact	linear 3*x+3 at x=5	18
math	grade7	fact	linear 3*x+-3 at x=6	15
math	grade7	fact	linear 3*x+-2 at x=6	16
math	grade7	fact	linear 3*x+-1 at x=6	17
math	grade7	fact	linear 3*x+0 at x=6	18
math	grade7	fact	linear 3*x+1 at x=6	19
math	grade7	fact	linear 3*x+2 at x=6	20
math	grade7	fact	linear 3*x+3 at x=6	21
math	grade7	fact	linear 3*x+-3 at x=7	18
math	grade7	fact	linear 3*x+-2 at x=7	19
math	grade7	fact	linear 3*x+-1 at x=7	20
math	grade7	fact	linear 3*x+0 at x=7	21
math	grade7	fact	linear 3*x+1 at x=7	22
math	grade7	fact	linear 3*x+2 at x=7	23
math	grade7	fact	linear 3*x+3 at x=7	24
math	grade7	fact	linear 4*x+-3 at x=0	-3
math	grade7	fact	linear 4*x+-2 at x=0	-2
math	grade7	fact	linear 4*x+-1 at x=0	-1
math	grade7	fact	linear 4*x+0 at x=0	0
math	grade7	fact	linear 4*x+1 at x=0	1
math	grade7	fact	linear 4*x+2 at x=0	2
math	grade7	fact	linear 4*x+3 at x=0	3
math	grade7	fact	linear 4*x+-3 at x=1	1
math	grade7	fact	linear 4*x+-2 at x=1	2
math	grade7	fact	linear 4*x+-1 at x=1	3
math	grade7	fact	linear 4*x+0 at x=1	4
math	grade7	fact	linear 4*x+1 at x=1	5
math	grade7	fact	linear 4*x+2 at x=1	6
math	grade7	fact	linear 4*x+3 at x=1	7
math	grade7	fact	linear 4*x+-3 at x=2	5
math	grade7	fact	linear 4*x+-2 at x=2	6
math	grade7	fact	linear 4*x+-1 at x=2	7
math	grade7	fact	linear 4*x+0 at x=2	8
math	grade7	fact	linear 4*x+1 at x=2	9
math	grade7	fact	linear 4*x+2 at x=2	10
math	grade7	fact	linear 4*x+3 at x=2	11
math	grade7	fact	linear 4*x+-3 at x=3	9
math	grade7	fact	linear 4*x+-2 at x=3	10
math	grade7	fact	linear 4*x+-1 at x=3	11
math	grade7	fact	linear 4*x+0 at x=3	12
math	grade7	fact	linear 4*x+1 at x=3	13
math	grade7	fact	linear 4*x+2 at x=3	14
math	grade7	fact	linear 4*x+3 at x=3	15
math	grade7	fact	linear 4*x+-3 at x=4	13
math	grade7	fact	linear 4*x+-2 at x=4	14
math	grade7	fact	linear 4*x+-1 at x=4	15
math	grade7	fact	linear 4*x+0 at x=4	16
math	grade7	fact	linear 4*x+1 at x=4	17
math	grade7	fact	linear 4*x+2 at x=4	18
math	grade7	fact	linear 4*x+3 at x=4	19
math	grade7	fact	linear 4*x+-3 at x=5	17
math	grade7	fact	linear 4*x+-2 at x=5	18
math	grade7	fact	linear 4*x+-1 at x=5	19
math	grade7	fact	linear 4*x+0 at x=5	20
math	grade7	fact	linear 4*x+1 at x=5	21
math	grade7	fact	linear 4*x+2 at x=5	22
math	grade7	fact	linear 4*x+3 at x=5	23
math	grade7	fact	linear 4*x+-3 at x=6	21
math	grade7	fact	linear 4*x+-2 at x=6	22
math	grade7	fact	linear 4*x+-1 at x=6	23
math	grade7	fact	linear 4*x+0 at x=6	24
math	grade7	fact	linear 4*x+1 at x=6	25
math	grade7	fact	linear 4*x+2 at x=6	26
math	grade7	fact	linear 4*x+3 at x=6	27
math	grade7	fact	linear 4*x+-3 at x=7	25
math	grade7	fact	linear 4*x+-2 at x=7	26
math	grade7	fact	linear 4*x+-1 at x=7	27
math	grade7	fact	linear 4*x+0 at x=7	28
math	grade7	fact	linear 4*x+1 at x=7	29
math	grade7	fact	linear 4*x+2 at x=7	30
math	grade7	fact	linear 4*x+3 at x=7	31
math	grade7	fact	linear 5*x+-3 at x=0	-3
math	grade7	fact	linear 5*x+-2 at x=0	-2
math	grade7	fact	linear 5*x+-1 at x=0	-1
math	grade7	fact	linear 5*x+0 at x=0	0
math	grade7	fact	linear 5*x+1 at x=0	1
math	grade7	fact	linear 5*x+2 at x=0	2
math	grade7	fact	linear 5*x+3 at x=0	3
math	grade7	fact	linear 5*x+-3 at x=1	2
math	grade7	fact	linear 5*x+-2 at x=1	3
math	grade7	fact	linear 5*x+-1 at x=1	4
math	grade7	fact	linear 5*x+0 at x=1	5
math	grade7	fact	linear 5*x+1 at x=1	6
math	grade7	fact	linear 5*x+2 at x=1	7
math	grade7	fact	linear 5*x+3 at x=1	8
math	grade7	fact	linear 5*x+-3 at x=2	7
math	grade7	fact	linear 5*x+-2 at x=2	8
math	grade7	fact	linear 5*x+-1 at x=2	9
math	grade7	fact	linear 5*x+0 at x=2	10
math	grade7	fact	linear 5*x+1 at x=2	11
math	grade7	fact	linear 5*x+2 at x=2	12
math	grade7	fact	linear 5*x+3 at x=2	13
math	grade7	fact	linear 5*x+-3 at x=3	12
math	grade7	fact	linear 5*x+-2 at x=3	13
math	grade7	fact	linear 5*x+-1 at x=3	14
math	grade7	fact	linear 5*x+0 at x=3	15
math	grade7	fact	linear 5*x+1 at x=3	16
math	grade7	fact	linear 5*x+2 at x=3	17
math	grade7	fact	linear 5*x+3 at x=3	18
math	grade7	fact	linear 5*x+-3 at x=4	17
math	grade7	fact	linear 5*x+-2 at x=4	18
math	grade7	fact	linear 5*x+-1 at x=4	19
math	grade7	fact	linear 5*x+0 at x=4	20
math	grade7	fact	linear 5*x+1 at x=4	21
math	grade7	fact	linear 5*x+2 at x=4	22
math	grade7	fact	linear 5*x+3 at x=4	23
math	grade7	fact	linear 5*x+-3 at x=5	22
math	grade7	fact	linear 5*x+-2 at x=5	23
math	grade7	fact	linear 5*x+-1 at x=5	24
math	grade7	fact	linear 5*x+0 at x=5	25
math	grade7	fact	linear 5*x+1 at x=5	26
math	grade7	fact	linear 5*x+2 at x=5	27
math	grade7	fact	linear 5*x+3 at x=5	28
math	grade7	fact	linear 5*x+-3 at x=6	27
math	grade7	fact	linear 5*x+-2 at x=6	28
math	grade7	fact	linear 5*x+-1 at x=6	29
math	grade7	fact	linear 5*x+0 at x=6	30
math	grade7	fact	linear 5*x+1 at x=6	31
math	grade7	fact	linear 5*x+2 at x=6	32
math	grade7	fact	linear 5*x+3 at x=6	33
math	grade7	fact	linear 5*x+-3 at x=7	32
math	grade7	fact	linear 5*x+-2 at x=7	33
math	grade7	fact	linear 5*x+-1 at x=7	34
math	grade7	fact	linear 5*x+0 at x=7	35
math	grade7	fact	linear 5*x+1 at x=7	36
math	grade7	fact	linear 5*x+2 at x=7	37
math	grade7	fact	linear 5*x+3 at x=7	38
math	grade7	fact	angle 90 is	right
math	grade7	fact	angle 180 is	straight
math	grade7	fact	angle 45 is	acute
math	grade7	fact	angle 120 is	obtuse
math	grade7	fact	angle 30 is	acute
math	grade7	fact	angle 60 is	acute
math	grade7	fact	angle 150 is	obtuse
math	grade7	fact	angle 0 is	zero
math	grade7	fact	10 percent of 50	5
math	grade7	fact	25 percent of 80	20
math	grade7	fact	50 percent of 40	20
math	grade7	fact	20 percent of 100	20
math	grade7	fact	5 percent of 200	10
math	grade7	fact	75 percent of 40	30
math	grade8	fact	slope from (0,0) to (1,1)	1
math	grade8	fact	slope from (0,0) to (2,4)	2
math	grade8	fact	slope from (0,0) to (3,6)	2
math	grade8	fact	slope from (0,0) to (4,2)	0.5
math	grade8	fact	slope from (0,0) to (5,10)	2
math	grade8	fact	slope from (0,0) to (2,1)	0.5
math	grade8	fact	slope from (0,1) to (1,2)	1
math	grade8	fact	slope from (0,1) to (2,5)	2
math	grade8	fact	slope from (0,1) to (3,7)	2
math	grade8	fact	slope from (0,1) to (4,3)	0.5
math	grade8	fact	slope from (0,1) to (5,11)	2
math	grade8	fact	slope from (0,1) to (2,2)	0.5
math	grade8	fact	slope from (0,2) to (1,3)	1
math	grade8	fact	slope from (0,2) to (2,6)	2
math	grade8	fact	slope from (0,2) to (3,8)	2
math	grade8	fact	slope from (0,2) to (4,4)	0.5
math	grade8	fact	slope from (0,2) to (5,12)	2
math	grade8	fact	slope from (0,2) to (2,3)	0.5
math	grade8	fact	slope from (0,3) to (1,4)	1
math	grade8	fact	slope from (0,3) to (2,7)	2
math	grade8	fact	slope from (0,3) to (3,9)	2
math	grade8	fact	slope from (0,3) to (4,5)	0.5
math	grade8	fact	slope from (0,3) to (5,13)	2
math	grade8	fact	slope from (0,3) to (2,4)	0.5
math	grade8	fact	slope from (0,4) to (1,5)	1
math	grade8	fact	slope from (0,4) to (2,8)	2
math	grade8	fact	slope from (0,4) to (3,10)	2
math	grade8	fact	slope from (0,4) to (4,6)	0.5
math	grade8	fact	slope from (0,4) to (5,14)	2
math	grade8	fact	slope from (0,4) to (2,5)	0.5
math	grade8	fact	slope from (1,0) to (2,1)	1
math	grade8	fact	slope from (1,0) to (3,4)	2
math	grade8	fact	slope from (1,0) to (4,6)	2
math	grade8	fact	slope from (1,0) to (5,2)	0.5
math	grade8	fact	slope from (1,0) to (6,10)	2
math	grade8	fact	slope from (1,0) to (3,1)	0.5
math	grade8	fact	slope from (1,1) to (2,2)	1
math	grade8	fact	slope from (1,1) to (3,5)	2
math	grade8	fact	slope from (1,1) to (4,7)	2
math	grade8	fact	slope from (1,1) to (5,3)	0.5
math	grade8	fact	slope from (1,1) to (6,11)	2
math	grade8	fact	slope from (1,1) to (3,2)	0.5
math	grade8	fact	slope from (1,2) to (2,3)	1
math	grade8	fact	slope from (1,2) to (3,6)	2
math	grade8	fact	slope from (1,2) to (4,8)	2
math	grade8	fact	slope from (1,2) to (5,4)	0.5
math	grade8	fact	slope from (1,2) to (6,12)	2
math	grade8	fact	slope from (1,2) to (3,3)	0.5
math	grade8	fact	slope from (1,3) to (2,4)	1
math	grade8	fact	slope from (1,3) to (3,7)	2
math	grade8	fact	slope from (1,3) to (4,9)	2
math	grade8	fact	slope from (1,3) to (5,5)	0.5
math	grade8	fact	slope from (1,3) to (6,13)	2
math	grade8	fact	slope from (1,3) to (3,4)	0.5
math	grade8	fact	slope from (1,4) to (2,5)	1
math	grade8	fact	slope from (1,4) to (3,8)	2
math	grade8	fact	slope from (1,4) to (4,10)	2
math	grade8	fact	slope from (1,4) to (5,6)	0.5
math	grade8	fact	slope from (1,4) to (6,14)	2
math	grade8	fact	slope from (1,4) to (3,5)	0.5
math	grade8	fact	slope from (2,0) to (3,1)	1
math	grade8	fact	slope from (2,0) to (4,4)	2
math	grade8	fact	slope from (2,0) to (5,6)	2
math	grade8	fact	slope from (2,0) to (6,2)	0.5
math	grade8	fact	slope from (2,0) to (7,10)	2
math	grade8	fact	slope from (2,0) to (4,1)	0.5
math	grade8	fact	slope from (2,1) to (3,2)	1
math	grade8	fact	slope from (2,1) to (4,5)	2
math	grade8	fact	slope from (2,1) to (5,7)	2
math	grade8	fact	slope from (2,1) to (6,3)	0.5
math	grade8	fact	slope from (2,1) to (7,11)	2
math	grade8	fact	slope from (2,1) to (4,2)	0.5
math	grade8	fact	slope from (2,2) to (3,3)	1
math	grade8	fact	slope from (2,2) to (4,6)	2
math	grade8	fact	slope from (2,2) to (5,8)	2
math	grade8	fact	slope from (2,2) to (6,4)	0.5
math	grade8	fact	slope from (2,2) to (7,12)	2
math	grade8	fact	slope from (2,2) to (4,3)	0.5
math	grade8	fact	slope from (2,3) to (3,4)	1
math	grade8	fact	slope from (2,3) to (4,7)	2
math	grade8	fact	slope from (2,3) to (5,9)	2
math	grade8	fact	slope from (2,3) to (6,5)	0.5
math	grade8	fact	slope from (2,3) to (7,13)	2
math	grade8	fact	slope from (2,3) to (4,4)	0.5
math	grade8	fact	slope from (2,4) to (3,5)	1
math	grade8	fact	slope from (2,4) to (4,8)	2
math	grade8	fact	slope from (2,4) to (5,10)	2
math	grade8	fact	slope from (2,4) to (6,6)	0.5
math	grade8	fact	slope from (2,4) to (7,14)	2
math	grade8	fact	slope from (2,4) to (4,5)	0.5
math	grade8	fact	slope from (3,0) to (4,1)	1
math	grade8	fact	slope from (3,0) to (5,4)	2
math	grade8	fact	slope from (3,0) to (6,6)	2
math	grade8	fact	slope from (3,0) to (7,2)	0.5
math	grade8	fact	slope from (3,0) to (8,10)	2
math	grade8	fact	slope from (3,0) to (5,1)	0.5
math	grade8	fact	slope from (3,1) to (4,2)	1
math	grade8	fact	slope from (3,1) to (5,5)	2
math	grade8	fact	slope from (3,1) to (6,7)	2
math	grade8	fact	slope from (3,1) to (7,3)	0.5
math	grade8	fact	slope from (3,1) to (8,11)	2
math	grade8	fact	slope from (3,1) to (5,2)	0.5
math	grade8	fact	slope from (3,2) to (4,3)	1
math	grade8	fact	slope from (3,2) to (5,6)	2
math	grade8	fact	slope from (3,2) to (6,8)	2
math	grade8	fact	slope from (3,2) to (7,4)	0.5
math	grade8	fact	slope from (3,2) to (8,12)	2
math	grade8	fact	slope from (3,2) to (5,3)	0.5
math	grade8	fact	slope from (3,3) to (4,4)	1
math	grade8	fact	slope from (3,3) to (5,7)	2
math	grade8	fact	slope from (3,3) to (6,9)	2
math	grade8	fact	slope from (3,3) to (7,5)	0.5
math	grade8	fact	slope from (3,3) to (8,13)	2
math	grade8	fact	slope from (3,3) to (5,4)	0.5
math	grade8	fact	slope from (3,4) to (4,5)	1
math	grade8	fact	slope from (3,4) to (5,8)	2
math	grade8	fact	slope from (3,4) to (6,10)	2
math	grade8	fact	slope from (3,4) to (7,6)	0.5
math	grade8	fact	slope from (3,4) to (8,14)	2
math	grade8	fact	slope from (3,4) to (5,5)	0.5
math	grade8	fact	slope from (4,0) to (5,1)	1
math	grade8	fact	slope from (4,0) to (6,4)	2
math	grade8	fact	slope from (4,0) to (7,6)	2
math	grade8	fact	slope from (4,0) to (8,2)	0.5
math	grade8	fact	slope from (4,0) to (9,10)	2
math	grade8	fact	slope from (4,0) to (6,1)	0.5
math	grade8	fact	slope from (4,1) to (5,2)	1
math	grade8	fact	slope from (4,1) to (6,5)	2
math	grade8	fact	slope from (4,1) to (7,7)	2
math	grade8	fact	slope from (4,1) to (8,3)	0.5
math	grade8	fact	slope from (4,1) to (9,11)	2
math	grade8	fact	slope from (4,1) to (6,2)	0.5
math	grade8	fact	slope from (4,2) to (5,3)	1
math	grade8	fact	slope from (4,2) to (6,6)	2
math	grade8	fact	slope from (4,2) to (7,8)	2
math	grade8	fact	slope from (4,2) to (8,4)	0.5
math	grade8	fact	slope from (4,2) to (9,12)	2
math	grade8	fact	slope from (4,2) to (6,3)	0.5
math	grade8	fact	slope from (4,3) to (5,4)	1
math	grade8	fact	slope from (4,3) to (6,7)	2
math	grade8	fact	slope from (4,3) to (7,9)	2
math	grade8	fact	slope from (4,3) to (8,5)	0.5
math	grade8	fact	slope from (4,3) to (9,13)	2
math	grade8	fact	slope from (4,3) to (6,4)	0.5
math	grade8	fact	slope from (4,4) to (5,5)	1
math	grade8	fact	slope from (4,4) to (6,8)	2
math	grade8	fact	slope from (4,4) to (7,10)	2
math	grade8	fact	slope from (4,4) to (8,6)	0.5
math	grade8	fact	slope from (4,4) to (9,14)	2
math	grade8	fact	slope from (4,4) to (6,5)	0.5
math	grade8	fact	pythagorean 3 4 hyp	5
math	grade8	problem	3^2+4^2	25
math	grade8	fact	pythagorean 5 12 hyp	13
math	grade8	problem	5^2+12^2	169
math	grade8	fact	pythagorean 6 8 hyp	10
math	grade8	problem	6^2+8^2	100
math	grade8	fact	pythagorean 9 12 hyp	15
math	grade8	problem	9^2+12^2	225
math	grade8	fact	pythagorean 8 15 hyp	17
math	grade8	problem	8^2+15^2	289
math	grade8	fact	pythagorean 7 24 hyp	25
math	grade8	problem	7^2+24^2	625
math	grade8	fact	powers of ten 1	0
math	grade8	problem	10^0	1
math	grade8	fact	powers of ten 10	1
math	grade8	problem	10^1	10
math	grade8	fact	powers of ten 100	2
math	grade8	problem	10^2	100
math	grade8	fact	powers of ten 1000	3
math	grade8	problem	10^3	1000
math	grade8	fact	powers of ten 10000	4
math	grade8	problem	10^4	10000
math	grade8	fact	powers of ten 100000	5
math	grade8	problem	10^5	100000
math	grade8	fact	powers of ten 1000000	6
math	grade8	problem	10^6	1000000
math	grade8	fact	powers of ten 10000000	7
math	grade8	problem	10^7	10000000
math	grade8	fact	powers of ten 100000000	8
